date,equity_usd
2013-03-04,21007.10244589289
2013-03-05,21007.10244589289
2013-03-06,21007.10244589289
2013-03-07,21007.10244589289
2013-03-08,21007.10244589289
2013-03-11,21007.10244589289
2013-03-12,21007.10244589289
2013-03-13,21007.10244589289
2013-03-14,21007.10244589289
2013-03-15,21007.10244589289
2013-03-18,21007.10244589289
2013-03-19,21007.10244589289
2013-03-20,21122.10244589289
2013-03-21,20505.48002453703
2013-03-22,20980.48002453703
2013-03-25,20795.48002453703
2013-03-26,21091.48002453703
2013-03-27,21091.48002453703
2013-03-28,21091.48002453703
2013-04-01,21091.48002453703
2013-04-02,21091.48002453703
2013-04-03,21091.48002453703
2013-04-04,21091.48002453703
2013-04-05,21091.48002453703
2013-04-08,21091.48002453703
2013-04-09,21091.48002453703
2013-04-10,21091.48002453703
2013-04-11,21091.48002453703
2013-04-12,21091.48002453703
2013-04-15,21091.48002453703
2013-04-16,22353.98002453703
2013-04-17,21216.48002453703
2013-04-18,20616.48002453703
2013-04-19,21291.48002453703
2013-04-22,21687.48002453703
2013-04-23,21687.48002453703
2013-04-24,21687.48002453703
2013-04-25,21687.48002453703
2013-04-26,21687.48002453703
2013-04-29,21687.48002453703
2013-04-30,21687.48002453703
2013-05-01,21687.48002453703
2013-05-02,21687.48002453703
2013-05-03,21687.48002453703
2013-05-06,21687.48002453703
2013-05-07,21687.48002453703
2013-05-08,21687.48002453703
2013-05-09,21687.48002453703
2013-05-10,21687.48002453703
2013-05-13,21687.48002453703
2013-05-14,21687.48002453703
2013-05-15,21687.48002453703
2013-05-16,21687.48002453703
2013-05-17,21687.48002453703
2013-05-20,21687.48002453703
2013-05-21,21687.48002453703
2013-05-22,21687.48002453703
2013-05-23,21687.48002453703
2013-05-24,21687.48002453703
2013-05-28,21898.48002453703
2013-05-29,21898.48002453703
2013-05-30,21898.48002453703
2013-05-31,21898.48002453703
2013-06-03,21898.48002453703
2013-06-04,21898.48002453703
2013-06-05,21898.48002453703
2013-06-06,22855.98002453703
2013-06-07,24220.48002453703
2013-06-10,24220.48002453703
