entry_date,exit_date,entry_px,exit_px,bars_held,exit_reason,gross_pts,gross_usd,cost_usd,net_usd,entry_rsi,ret_pct,notional_usd,mae_pct,mfe_pct,symbol,year
2007-06-06,2007-06-14,1516.5,1524.75,6,rsi_target,8.25,412.5,29.0,383.5,6.741534296781694,0.005440158259149357,75825.0,-0.02373887240356083,0.006923837784371909,ES,2007
2007-06-07,2007-06-14,1882.5,1926.25,5,rsi_target,43.75,875.0,14.0,861.0,2.8907248666289007,0.023240371845949535,37650.0,-0.0045152722443559095,0.025365205843293492,NQ,2007
2007-06-26,2007-07-02,1497.75,1531.0,4,rsi_target,33.25,1662.5,29.0,1633.5,5.896228084130655,0.022199966616591554,74887.5,-0.003839091971290269,0.023368385912201636,ES,2007
2007-07-24,2007-08-02,1522.5,1481.75,7,rsi_target,-40.75,-2037.5,29.0,-2066.5,8.352428767533226,-0.026765188834154352,76125.0,-0.05270935960591133,0.0064039408866995075,ES,2007
2007-07-24,2007-08-07,2025.5,1974.0,10,time_stop,-51.5,-1030.0,14.0,-1044.0,4.140070639905787,-0.025425820784991362,40510.0,-0.05023450999753147,0.006911873611453962,NQ,2007
2007-08-15,2007-08-21,1878.5,1919.75,4,rsi_target,41.25,825.0,14.0,811.0,7.598452784367254,0.021959009848283206,37570.0,-0.03446899121639606,0.02422145328719723,NQ,2007
2007-10-19,2007-10-26,1505.75,1542.5,5,rsi_target,36.75,1837.5,29.0,1808.5,3.348640714416149,0.024406441972438984,75287.5,-0.008799601527478001,0.024904532624937737,ES,2007
2007-11-08,2007-11-23,2105.5,2032.5,10,time_stop,-73.0,-1460.0,14.0,-1474.0,5.715610339550381,-0.034671099501306105,42110.0,-0.058537164568985986,0.004630729042982664,NQ,2007
2007-12-17,2007-12-20,2028.5,2076.5,3,rsi_target,48.0,960.0,14.0,946.0,4.500742241020362,0.023662805028346067,40570.0,-0.014049790485580478,0.02378604880453537,NQ,2007
2008-01-02,2008-01-16,2070.0,1881.0,10,time_stop,-189.0,-3780.0,14.0,-3794.0,5.56450479378185,-0.09130434782608696,41400.0,-0.10181159420289855,0.006159420289855073,NQ,2008
2008-08-19,2008-08-22,1919.25,1929.5,3,rsi_target,10.25,205.0,14.0,191.0,9.63429081186726,0.005340627849420346,38385.0,-0.01615214276410056,0.011462810993877817,NQ,2008
2009-06-15,2009-06-19,923.5,926.1500244140624,4,rsi_target,2.6500244140623863,132.50122070311932,29.0,103.50122070311932,8.67704654307947,0.0028695445739711817,46175.0,-0.02165674066053059,0.00568489442338928,ES,2009
2009-06-15,2009-06-19,1458.5,1470.530029296875,4,rsi_target,12.030029296875,240.6005859375,14.0,226.6005859375,2.5762014052421165,0.008248220292680837,29170.0,-0.013027082619129242,0.008399040109701748,NQ,2009
2009-07-02,2009-07-13,1445.25,1442.5,6,rsi_target,-2.75,-55.0,14.0,-69.0,8.58468489693243,-0.0019027849852966616,28905.0,-0.036498875627054145,0.0010378827192527244,NQ,2009
2009-08-17,2009-08-20,1566.25,1614.0,3,rsi_target,47.75,955.0,14.0,941.0,9.793756671100525,0.03048683160415004,31325.0,-0.0015961691939345571,0.034477254588986435,NQ,2009
2009-09-01,2009-09-04,996.5,1014.0,3,rsi_target,17.5,875.0,29.0,846.0,2.212944180320875,0.017561465127947817,49825.0,-0.0055193176116407425,0.019819367787255394,ES,2009
2009-09-01,2009-09-04,1595.5,1635.75,3,rsi_target,40.25,805.0,14.0,791.0,3.8640101222028136,0.025227201504230648,31910.0,-0.006894390473205891,0.02820432466311501,NQ,2009
2009-09-25,2009-09-28,1041.0,1059.0,1,rsi_target,18.0,900.0,29.0,871.0,7.845594733009861,0.01729106628242075,52050.0,-0.005043227665706052,0.01921229586935639,ES,2009
2009-09-24,2009-09-28,1699.5,1722.75,2,rsi_target,23.25,465.0,14.0,451.0,8.481615289930318,0.013680494263018535,33990.0,-0.006766696087084437,0.019417475728155338,NQ,2009
2009-10-01,2009-10-06,1027.5,1048.5,3,rsi_target,21.0,1050.0,29.0,1021.0,7.586860515839433,0.020437956204379562,51375.0,-0.01508515815085158,0.02846715328467153,ES,2009
